                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.72671,                0.49662,                0.97206,                0.98625,                0.92807,                0.96881,                0.87239,                 0.4434,                0.29005,                0.80095,              0.0069508,              0.0069508,              0.0069508
                    157,                0.72797,                0.49708,                0.96705,                0.98547,                0.92831,                  0.969,                0.87307,                0.44227,                0.28979,                0.80048,               0.006931,               0.006931,               0.006931
                    158,                0.72467,                0.49262,                 0.9705,                0.98517,                0.92825,                 0.9694,                0.87304,                0.44109,                0.29001,                0.79987,              0.0069112,              0.0069112,              0.0069112
                    159,                0.73401,                0.49913,                0.97235,                0.98466,                0.92807,                0.96958,                0.87417,                   0.44,                0.28897,                0.79935,              0.0068914,              0.0068914,              0.0068914
                    160,                0.71614,                0.48894,                0.96369,                0.98923,                0.92605,                   0.97,                0.87544,                0.43874,                0.28775,                0.79873,              0.0068716,              0.0068716,              0.0068716
                    161,                0.72898,                0.49548,                0.97115,                0.98682,                0.92899,                 0.9703,                0.87546,                0.43813,                0.28732,                0.79839,              0.0068518,              0.0068518,              0.0068518
                    162,                0.71742,                0.49309,                0.96274,                0.98766,                0.92828,                0.97047,                0.87634,                0.43723,                0.28648,                0.79788,               0.006832,               0.006832,               0.006832
                    163,                0.71709,                0.49009,                 0.9656,                0.98725,                0.92813,                0.97052,                0.87615,                0.43607,                0.28527,                0.79727,              0.0068122,              0.0068122,              0.0068122
                    164,                0.72212,                0.48956,                0.96606,                0.98802,                0.92742,                0.97051,                0.87689,                0.43535,                0.28387,                0.79678,              0.0067924,              0.0067924,              0.0067924
                    165,                0.72088,                0.49548,                0.96856,                0.98751,                  0.928,                0.97034,                0.87735,                0.43443,                0.28248,                0.79635,              0.0067726,              0.0067726,              0.0067726
                    166,                0.71811,                0.49062,                0.97022,                0.98801,                0.92832,                0.97068,                0.87768,                0.43328,                 0.2816,                0.79587,              0.0067528,              0.0067528,              0.0067528
                    167,                0.72455,                0.48977,                0.97355,                  0.982,                0.93256,                0.97072,                0.87813,                0.43202,                0.28057,                0.79534,               0.006733,               0.006733,               0.006733
                    168,                0.71367,                0.48319,                0.96234,                0.98303,                0.93256,                0.97082,                0.87856,                0.43108,                 0.2797,                0.79491,              0.0067132,              0.0067132,              0.0067132
                    169,                 0.7186,                 0.4838,                0.96688,                0.98366,                 0.9315,                0.97082,                0.87879,                0.43001,                0.27885,                0.79449,              0.0066934,              0.0066934,              0.0066934
                    170,                0.71127,                0.48025,                 0.9595,                0.98437,                0.93126,                0.97086,                0.87939,                0.42935,                0.27833,                0.79416,              0.0066736,              0.0066736,              0.0066736
                    171,                 0.7056,                0.47585,                0.96045,                0.98477,                 0.9316,                0.97106,                0.87993,                0.42838,                 0.2773,                0.79373,              0.0066538,              0.0066538,              0.0066538
                    172,                0.71464,                 0.4831,                0.96661,                0.98492,                0.93187,                0.97117,                0.88044,                0.42744,                0.27705,                 0.7933,               0.006634,               0.006634,               0.006634
                    173,                0.71021,                0.47885,                0.96481,                0.98156,                0.93579,                0.97137,                0.88107,                0.42655,                0.27649,                0.79287,              0.0066142,              0.0066142,              0.0066142
                    174,                 0.7127,                0.48177,                 0.9631,                0.98191,                0.93566,                0.97154,                0.88113,                0.42585,                0.27631,                0.79249,              0.0065944,              0.0065944,              0.0065944
                    175,                0.71813,                 0.4918,                0.96574,                0.98477,                0.93319,                0.97174,                0.88149,                0.42514,                0.27584,                0.79213,              0.0065746,              0.0065746,              0.0065746
                    176,                0.70144,                0.47309,                0.95991,                0.98479,                0.93321,                0.97174,                0.88174,                0.42472,                  0.275,                0.79176,              0.0065548,              0.0065548,              0.0065548
                    177,                0.70069,                0.48096,                0.95959,                0.98532,                0.93321,                0.97197,                0.88213,                  0.424,                0.27432,                0.79144,               0.006535,               0.006535,               0.006535
                    178,                0.70526,                0.47626,                0.95986,                0.98574,                0.93316,                0.97208,                0.88261,                0.42353,                0.27386,                0.79116,              0.0065152,              0.0065152,              0.0065152
                    179,                0.70412,                 0.4799,                0.96209,                0.98697,                0.93287,                0.97224,                0.88286,                0.42293,                0.27341,                0.79088,              0.0064954,              0.0064954,              0.0064954
                    180,                0.69963,                0.47533,                0.95722,                0.98649,                0.93295,                0.97226,                0.88284,                0.42234,                0.27291,                0.79063,              0.0064756,              0.0064756,              0.0064756
                    181,                0.70822,                0.48401,                0.96323,                0.98684,                0.93341,                0.97233,                0.88324,                0.42158,                0.27265,                0.79033,              0.0064558,              0.0064558,              0.0064558
                    182,                0.70391,                0.47516,                0.96374,                0.98766,                0.93329,                0.97246,                0.88404,                 0.4209,                0.27204,                0.79005,               0.006436,               0.006436,               0.006436
                    183,                0.70738,                0.48446,                0.96518,                0.98696,                0.93406,                0.97236,                 0.8843,                0.42023,                0.27161,                0.78986,              0.0064162,              0.0064162,              0.0064162
                    184,                0.70057,                0.47594,                0.95913,                0.98686,                0.93412,                0.97251,                0.88461,                0.41969,                0.27098,                0.78959,              0.0063964,              0.0063964,              0.0063964
                    185,                0.69374,                0.46623,                 0.9545,                 0.9871,                0.93412,                0.97263,                0.88487,                0.41912,                0.27071,                0.78933,              0.0063766,              0.0063766,              0.0063766
                    186,                0.70215,                0.47965,                0.96204,                0.98567,                 0.9351,                0.97283,                0.88482,                0.41864,                0.27024,                0.78908,              0.0063568,              0.0063568,              0.0063568
                    187,                0.69407,                0.46622,                 0.9576,                0.98666,                0.93542,                0.97286,                0.88529,                0.41783,                 0.2697,                0.78877,               0.006337,               0.006337,               0.006337
                    188,                0.69054,                0.46608,                 0.9567,                0.98632,                0.93533,                0.97299,                0.88574,                0.41743,                0.26929,                0.78853,              0.0063172,              0.0063172,              0.0063172
                    189,                0.70043,                0.47803,                 0.9617,                0.98539,                0.93596,                0.97298,                0.88598,                0.41681,                0.26901,                 0.7883,              0.0062974,              0.0062974,              0.0062974
                    190,                0.69508,                0.46934,                0.96023,                0.98533,                0.93758,                0.97309,                0.88621,                0.41619,                0.26881,                0.78804,              0.0062776,              0.0062776,              0.0062776
                    191,                0.69049,                0.46938,                0.95383,                0.98169,                0.94003,                0.97316,                0.88638,                 0.4155,                0.26862,                0.78776,              0.0062578,              0.0062578,              0.0062578
                    192,                0.69163,                0.46882,                0.95531,                0.98266,                0.94009,                0.97318,                0.88667,                0.41507,                0.26824,                 0.7875,               0.006238,               0.006238,               0.006238
                    193,                0.68586,                0.46322,                0.95383,                0.98279,                0.93995,                0.97313,                0.88671,                0.41447,                0.26801,                 0.7873,              0.0062182,              0.0062182,              0.0062182
                    194,                0.68417,                0.46396,                  0.952,                0.98183,                0.94012,                0.97317,                0.88713,                0.41396,                0.26773,                0.78707,              0.0061984,              0.0061984,              0.0061984
                    195,                0.69094,                0.47209,                0.95988,                0.98256,                0.94024,                 0.9732,                0.88782,                0.41324,                0.26757,                 0.7868,              0.0061786,              0.0061786,              0.0061786
                    196,                0.68593,                0.46451,                0.95304,                0.98455,                 0.9392,                0.97323,                0.88801,                0.41268,                0.26704,                0.78654,              0.0061588,              0.0061588,              0.0061588
                    197,                0.68483,                0.46055,                0.95114,                0.98702,                0.93775,                0.97328,                0.88824,                0.41221,                0.26659,                 0.7863,               0.006139,               0.006139,               0.006139
                    198,                0.68583,                0.46443,                0.95514,                0.98685,                0.93791,                0.97342,                0.88841,                 0.4118,                0.26616,                0.78611,              0.0061192,              0.0061192,              0.0061192
                    199,                0.68002,                0.45827,                0.95433,                0.98465,                0.93987,                0.97359,                0.88881,                0.41136,                0.26588,                0.78588,              0.0060994,              0.0060994,              0.0060994
                    200,                0.67954,                0.45609,                0.95422,                0.98595,                0.93908,                0.97378,                0.88914,                0.41065,                0.26557,                 0.7856,              0.0060796,              0.0060796,              0.0060796
                    201,                0.68208,                0.45726,                 0.9462,                0.98617,                  0.939,                0.97352,                0.88951,                 0.4102,                0.26502,                0.78543,              0.0060598,              0.0060598,              0.0060598
                    202,                0.67709,                0.46318,                0.94888,                0.98617,                0.93895,                0.97377,                0.88974,                0.40958,                0.26491,                 0.7852,                0.00604,                0.00604,                0.00604
                    203,                0.68343,                0.46349,                0.95201,                0.98686,                0.93891,                0.97387,                0.89032,                0.40898,                0.26456,                0.78504,              0.0060202,              0.0060202,              0.0060202
                    204,                 0.6778,                0.45853,                0.94649,                0.98662,                0.93921,                0.97394,                0.89074,                0.40863,                0.26415,                0.78482,              0.0060004,              0.0060004,              0.0060004
                    205,                0.68046,                0.45921,                0.95399,                0.98656,                0.93916,                0.97391,                0.89113,                0.40798,                0.26392,                0.78463,              0.0059806,              0.0059806,              0.0059806
                    206,                0.67435,                 0.4526,                0.94909,                0.98701,                0.93935,                0.97398,                 0.8912,                0.40735,                0.26352,                0.78439,              0.0059608,              0.0059608,              0.0059608
                    207,                0.67636,                0.45664,                0.95225,                0.98735,                0.93981,                0.97439,                0.89194,                0.40674,                0.26328,                0.78413,               0.005941,               0.005941,               0.005941
                    208,                0.67866,                0.45516,                0.95014,                0.98742,                0.93979,                 0.9745,                0.89159,                 0.4063,                0.26277,                0.78395,              0.0059212,              0.0059212,              0.0059212
                    209,                0.66864,                0.45153,                 0.9445,                0.98721,                0.94004,                 0.9744,                0.89231,                0.40589,                0.26256,                0.78373,              0.0059014,              0.0059014,              0.0059014
                    210,                0.66373,                0.44911,                0.94351,                0.98758,                0.94024,                0.97448,                0.89261,                0.40558,                0.26245,                0.78353,              0.0058816,              0.0058816,              0.0058816
                    211,                0.67581,                 0.4557,                0.94658,                0.98771,                0.93959,                0.97452,                0.89264,                  0.405,                0.26207,                0.78329,              0.0058618,              0.0058618,              0.0058618
                    212,                0.67298,                0.45277,                0.94693,                0.98798,                 0.9398,                0.97467,                0.89293,                0.40452,                0.26187,                0.78306,               0.005842,               0.005842,               0.005842
                    213,                0.67148,                0.45255,                0.94556,                0.98816,                0.93984,                0.97461,                0.89351,                0.40407,                0.26177,                0.78279,              0.0058222,              0.0058222,              0.0058222
                    214,                0.66608,                0.45356,                0.94566,                0.98806,                0.94078,                0.97473,                0.89379,                0.40351,                0.26139,                0.78256,              0.0058024,              0.0058024,              0.0058024
                    215,                0.66855,                0.45029,                0.94625,                0.98809,                0.94072,                0.97479,                0.89378,                0.40283,                0.26129,                0.78227,              0.0057826,              0.0057826,              0.0057826
                    216,                0.66696,                0.45228,                0.94547,                0.98827,                 0.9404,                0.97488,                0.89387,                0.40225,                0.26122,                0.78202,              0.0057628,              0.0057628,              0.0057628
                    217,                0.66291,                0.44533,                0.94461,                0.98791,                0.94078,                0.97503,                0.89381,                0.40177,                0.26101,                0.78181,               0.005743,               0.005743,               0.005743
                    218,                0.66607,                0.44464,                0.94337,                0.98916,                0.94022,                 0.9751,                0.89389,                0.40131,                0.26064,                 0.7816,              0.0057232,              0.0057232,              0.0057232
                    219,                0.66037,                0.44867,                0.94527,                0.98971,                0.94043,                0.97514,                0.89398,                 0.4009,                0.26051,                 0.7814,              0.0057034,              0.0057034,              0.0057034
                    220,                0.66395,                0.44898,                0.94169,                0.98961,                0.94043,                0.97521,                0.89463,                0.40034,                 0.2603,                0.78118,              0.0056836,              0.0056836,              0.0056836
                    221,                0.66105,                0.45501,                0.94664,                 0.9899,                0.94041,                0.97537,                0.89436,                 0.3997,                 0.2601,                0.78095,              0.0056638,              0.0056638,              0.0056638
                    222,                0.66552,                0.44952,                0.94636,                0.98967,                0.94099,                 0.9755,                 0.8945,                0.39927,                0.25993,                0.78075,               0.005644,               0.005644,               0.005644
                    223,                0.66064,                0.45169,                0.94258,                0.99021,                0.94079,                0.97563,                0.89448,                0.39885,                0.25974,                0.78052,              0.0056242,              0.0056242,              0.0056242
                    224,                0.66415,                 0.4522,                0.94439,                0.99062,                0.94083,                0.97574,                 0.8954,                0.39836,                0.25957,                0.78032,              0.0056044,              0.0056044,              0.0056044
                    225,                 0.6591,                0.44618,                0.94285,                0.99062,                0.94095,                0.97582,                 0.8953,                0.39778,                0.25923,                0.78009,              0.0055846,              0.0055846,              0.0055846
                    226,                0.65338,                0.43573,                0.94007,                0.99064,                0.94094,                0.97592,                0.89565,                0.39729,                0.25897,                0.77986,              0.0055648,              0.0055648,              0.0055648
                    227,                  0.657,                0.44119,                0.94212,                0.99091,                0.94088,                0.97604,                0.89594,                0.39706,                0.25888,                0.77969,               0.005545,               0.005545,               0.005545
                    228,                0.64288,                 0.4318,                0.93706,                0.99112,                0.94115,                0.97626,                0.89626,                0.39647,                 0.2587,                0.77947,              0.0055252,              0.0055252,              0.0055252
                    229,                0.65925,                0.44335,                0.94257,                0.99125,                0.94126,                 0.9764,                0.89643,                0.39617,                0.25862,                0.77926,              0.0055054,              0.0055054,              0.0055054
                    230,                0.64988,                0.43668,                0.93959,                0.99108,                0.94104,                0.97649,                0.89668,                0.39564,                0.25843,                0.77907,              0.0054856,              0.0054856,              0.0054856
                    231,                0.65128,                0.43781,                0.93851,                 0.9878,                0.94364,                 0.9766,                0.89685,                0.39522,                0.25822,                0.77882,              0.0054658,              0.0054658,              0.0054658
                    232,                0.64882,                0.43841,                0.93614,                  0.988,                0.94377,                0.97669,                0.89679,                 0.3948,                0.25803,                0.77864,               0.005446,               0.005446,               0.005446
                    233,                0.65035,                0.43821,                0.93998,                0.98793,                0.94429,                0.97669,                0.89731,                 0.3944,                0.25782,                0.77848,              0.0054262,              0.0054262,              0.0054262
                    234,                 0.6436,                0.43486,                0.93573,                 0.9886,                0.94391,                0.97682,                0.89742,                0.39384,                0.25759,                0.77825,              0.0054064,              0.0054064,              0.0054064
                    235,                0.64635,                0.43301,                0.93661,                0.98782,                 0.9449,                0.97689,                0.89764,                0.39327,                0.25745,                0.77805,              0.0053866,              0.0053866,              0.0053866
                    236,                0.64729,                0.43299,                0.93754,                 0.9857,                0.94689,                0.97696,                 0.8983,                 0.3928,                0.25741,                0.77786,              0.0053668,              0.0053668,              0.0053668
                    237,                0.64794,                0.44194,                0.93808,                0.98577,                  0.947,                0.97699,                0.89833,                0.39245,                0.25733,                0.77766,               0.005347,               0.005347,               0.005347
                    238,                 0.6431,                0.43168,                0.93382,                0.98603,                0.94723,                0.97704,                0.89921,                0.39191,                0.25711,                0.77748,              0.0053272,              0.0053272,              0.0053272
                    239,                0.64917,                0.43873,                0.94113,                  0.986,                0.94737,                0.97712,                0.89897,                0.39156,                0.25683,                 0.7773,              0.0053074,              0.0053074,              0.0053074
                    240,                0.64052,                0.43584,                0.93104,                0.98623,                0.94716,                 0.9773,                0.89953,                0.39122,                0.25682,                0.77719,              0.0052876,              0.0052876,              0.0052876
                    241,                0.64513,                0.43821,                0.93486,                0.98631,                0.94758,                0.97738,                0.89995,                0.39078,                0.25636,                0.77698,              0.0052678,              0.0052678,              0.0052678
                    242,                0.64898,                0.43881,                0.94152,                0.98636,                0.94755,                0.97739,                0.90002,                 0.3904,                0.25602,                0.77685,               0.005248,               0.005248,               0.005248
                    243,                 0.6489,                0.43447,                0.93536,                0.98656,                0.94761,                0.97746,                0.89993,                0.38998,                 0.2556,                0.77665,              0.0052282,              0.0052282,              0.0052282
                    244,                0.63556,                0.42745,                0.93203,                0.98724,                 0.9479,                0.97754,                0.90015,                0.38954,                0.25504,                0.77644,              0.0052084,              0.0052084,              0.0052084
                    245,                0.64079,                0.43156,                0.93424,                0.98696,                0.94798,                0.97758,                 0.9003,                0.38914,                0.25468,                0.77632,              0.0051886,              0.0051886,              0.0051886
                    246,                0.64793,                0.43434,                0.93829,                0.98709,                0.94857,                0.97764,                0.90046,                0.38858,                0.25444,                0.77609,              0.0051688,              0.0051688,              0.0051688
                    247,                0.63484,                0.42379,                0.93088,                0.98719,                0.94856,                0.97772,                0.90048,                0.38821,                0.25433,                0.77596,               0.005149,               0.005149,               0.005149
                    248,                0.63653,                0.43326,                 0.9324,                0.98712,                0.94865,                0.97781,                0.90055,                0.38784,                 0.2542,                0.77578,              0.0051292,              0.0051292,              0.0051292
                    249,                0.64525,                0.43448,                 0.9315,                0.98733,                0.94859,                0.97787,                0.90147,                0.38742,                0.25416,                0.77557,              0.0051094,              0.0051094,              0.0051094
                    250,                0.63656,                0.42825,                0.93067,                0.98743,                0.94858,                0.97796,                0.90148,                0.38704,                0.25401,                0.77539,              0.0050896,              0.0050896,              0.0050896
                    251,                0.63699,                0.42842,                0.93604,                0.98705,                0.94863,                0.97808,                0.90167,                0.38666,                0.25382,                0.77522,              0.0050698,              0.0050698,              0.0050698
                    252,                0.63207,                0.42631,                0.92909,                0.98679,                0.94857,                 0.9781,                0.90218,                0.38625,                0.25375,                0.77502,                0.00505,                0.00505,                0.00505
                    253,                0.63335,                0.42876,                0.93289,                0.98677,                0.94941,                0.97818,                0.90263,                0.38585,                0.25346,                0.77486,              0.0050302,              0.0050302,              0.0050302
                    254,                0.63156,                0.42305,                 0.9301,                0.98686,                0.94932,                 0.9782,                0.90278,                0.38549,                0.25322,                0.77468,              0.0050104,              0.0050104,              0.0050104
                    255,                0.63616,                0.42974,                0.93214,                0.98683,                0.94944,                0.97829,                0.90286,                0.38492,                0.25304,                0.77447,              0.0049906,              0.0049906,              0.0049906
                    256,                0.63093,                0.42228,                0.93258,                0.98667,                0.94992,                0.97839,                0.90277,                0.38473,                 0.2527,                0.77437,              0.0049708,              0.0049708,              0.0049708
                    257,                0.63157,                0.42345,                0.93018,                0.98614,                0.95083,                0.97844,                0.90334,                 0.3842,                0.25241,                0.77417,               0.004951,               0.004951,               0.004951
                    258,                0.63164,                0.42871,                0.93278,                0.98659,                0.95071,                0.97839,                 0.9039,                0.38374,                0.25176,                  0.774,              0.0049312,              0.0049312,              0.0049312
                    259,                0.62489,                 0.4191,                0.93163,                0.98649,                0.95078,                0.97855,                0.90397,                0.38317,                0.25154,                0.77384,              0.0049114,              0.0049114,              0.0049114
                    260,                0.62853,                0.42568,                0.93219,                0.98659,                0.95088,                0.97847,                0.90433,                0.38283,                0.25113,                0.77369,              0.0048916,              0.0048916,              0.0048916
                    261,                 0.6252,                0.42247,                 0.9299,                0.98667,                0.95079,                0.97864,                0.90406,                0.38238,                0.25071,                0.77358,              0.0048718,              0.0048718,              0.0048718
                    262,                0.63013,                0.42504,                0.93536,                0.98668,                0.95063,                0.97867,                0.90458,                 0.3819,                0.25045,                0.77342,               0.004852,               0.004852,               0.004852
                    263,                0.62225,                0.41393,                0.92266,                0.98729,                0.95063,                0.97887,                0.90503,                0.38144,                0.25023,                0.77324,              0.0048322,              0.0048322,              0.0048322
                    264,                0.62486,                0.41966,                0.92777,                0.98755,                0.95017,                0.97896,                0.90501,                0.38107,                 0.2498,                0.77306,              0.0048124,              0.0048124,              0.0048124
                    265,                0.61762,                0.41773,                0.92773,                0.98744,                0.95104,                0.97904,                0.90581,                0.38051,                0.24944,                0.77286,              0.0047926,              0.0047926,              0.0047926
                    266,                0.62145,                0.42051,                0.92916,                0.98744,                  0.951,                0.97915,                0.90577,                0.38003,                0.24898,                0.77268,              0.0047728,              0.0047728,              0.0047728
                    267,                 0.6236,                0.41904,                0.92935,                0.98757,                  0.951,                0.97928,                0.90616,                0.37966,                0.24846,                0.77252,               0.004753,               0.004753,               0.004753
                    268,                0.61932,                0.41093,                0.92705,                0.98781,                0.95134,                 0.9794,                0.90627,                0.37918,                0.24791,                0.77234,              0.0047332,              0.0047332,              0.0047332
                    269,                0.62038,                  0.414,                0.92684,                0.98755,                0.95234,                0.97954,                0.90637,                0.37878,                 0.2473,                0.77218,              0.0047134,              0.0047134,              0.0047134
                    270,                0.62294,                0.42052,                0.92977,                0.98658,                0.95246,                0.97958,                0.90651,                0.37824,                0.24685,                0.77199,              0.0046936,              0.0046936,              0.0046936
                    271,                0.62275,                0.41468,                0.92478,                0.98774,                0.95215,                0.97959,                0.90677,                0.37776,                 0.2465,                0.77178,              0.0046738,              0.0046738,              0.0046738
                    272,                0.62658,                0.41468,                0.92623,                0.98645,                0.95253,                0.97969,                0.90698,                0.37716,                0.24609,                0.77154,               0.004654,               0.004654,               0.004654
                    273,                0.61446,                0.40712,                0.91931,                0.98641,                0.95252,                0.97978,                0.90745,                0.37666,                0.24571,                0.77134,              0.0046342,              0.0046342,              0.0046342
                    274,                0.61834,                 0.4152,                0.92593,                0.98627,                0.95252,                 0.9799,                 0.9078,                0.37603,                0.24522,                0.77115,              0.0046144,              0.0046144,              0.0046144
                    275,                0.61416,                0.41571,                0.92609,                0.98701,                0.95262,                0.97991,                0.90798,                0.37545,                0.24498,                0.77093,              0.0045946,              0.0045946,              0.0045946
                    276,                0.61826,                0.41914,                0.92685,                0.98675,                 0.9527,                0.97993,                0.90803,                0.37504,                0.24468,                0.77076,              0.0045748,              0.0045748,              0.0045748
                    277,                0.61085,                0.41019,                0.92218,                0.98684,                0.95301,                0.97998,                0.90836,                0.37458,                0.24446,                0.77058,               0.004555,               0.004555,               0.004555
                    278,                0.60965,                0.41244,                0.92159,                0.98651,                0.95332,                0.98003,                0.90845,                0.37411,                0.24438,                0.77038,              0.0045352,              0.0045352,              0.0045352
                    279,                 0.6134,                0.40947,                0.92266,                0.98634,                0.95352,                0.98007,                0.90929,                0.37358,                0.24401,                0.77018,              0.0045154,              0.0045154,              0.0045154
                    280,                0.60886,                0.40942,                0.92016,                0.98643,                0.95422,                0.98019,                0.90896,                0.37308,                0.24372,                0.76999,              0.0044956,              0.0044956,              0.0044956
                    281,                0.60581,                0.40737,                0.91967,                0.98644,                0.95444,                0.98019,                0.90965,                0.37264,                 0.2434,                0.76982,              0.0044758,              0.0044758,              0.0044758
                    282,                0.60976,                0.40884,                0.92138,                0.98613,                0.95479,                0.98031,                0.90999,                0.37213,                 0.2433,                0.76958,               0.004456,               0.004456,               0.004456
                    283,                0.61187,                0.41332,                0.92515,                0.98615,                0.95485,                0.98039,                0.90999,                0.37169,                0.24308,                 0.7694,              0.0044362,              0.0044362,              0.0044362
                    284,                0.60428,                0.40382,                0.91663,                0.98628,                0.95489,                0.98038,                0.91001,                0.37131,                0.24256,                 0.7692,              0.0044164,              0.0044164,              0.0044164
                    285,                0.61051,                0.40755,                0.92398,                0.98631,                0.95512,                0.98048,                0.91055,                0.37081,                0.24199,                  0.769,              0.0043966,              0.0043966,              0.0043966
                    286,                0.61193,                0.40677,                0.92545,                0.98627,                0.95554,                0.98052,                0.91092,                0.37036,                0.24164,                0.76881,              0.0043768,              0.0043768,              0.0043768
                    287,                0.59857,                0.40638,                0.91953,                0.98645,                0.95535,                0.98058,                0.91151,                0.36994,                0.24126,                0.76863,               0.004357,               0.004357,               0.004357
                    288,                0.60133,                0.39787,                0.91763,                0.98644,                0.95536,                 0.9806,                0.91158,                0.36951,                0.24084,                0.76851,              0.0043372,              0.0043372,              0.0043372
                    289,                0.60438,                 0.4015,                0.91979,                0.98642,                  0.956,                0.98064,                0.91182,                0.36908,                0.24055,                0.76833,              0.0043174,              0.0043174,              0.0043174
                    290,                0.60024,                0.39962,                0.91969,                0.98646,                0.95607,                0.98067,                0.91202,                0.36862,                0.24026,                0.76818,              0.0042976,              0.0042976,              0.0042976
                    291,                0.59699,                0.39919,                0.91931,                 0.9868,                 0.9563,                0.98072,                 0.9125,                0.36827,                0.24024,                0.76804,              0.0042778,              0.0042778,              0.0042778
                    292,                0.60356,                0.40858,                0.92258,                0.98666,                0.95654,                0.98078,                0.91245,                0.36789,                0.23987,                0.76789,               0.004258,               0.004258,               0.004258
                    293,                0.59789,                0.39811,                 0.9186,                0.98688,                0.95687,                0.98081,                0.91275,                0.36743,                0.23962,                0.76772,              0.0042382,              0.0042382,              0.0042382
                    294,                0.59763,                0.39988,                0.91797,                0.98709,                0.95687,                0.98085,                0.91279,                0.36711,                0.23919,                0.76754,              0.0042184,              0.0042184,              0.0042184
                    295,                0.59395,                0.39894,                 0.9127,                0.98795,                0.95687,                0.98092,                0.91303,                 0.3667,                0.23887,                0.76739,              0.0041986,              0.0041986,              0.0041986
                    296,                0.59547,                0.39675,                0.91795,                0.98885,                0.95681,                0.98095,                0.91331,                0.36626,                0.23853,                0.76723,              0.0041788,              0.0041788,              0.0041788
                    297,                    0.6,                 0.4002,                0.91896,                0.98897,                0.95681,                0.98101,                 0.9133,                0.36596,                0.23805,                0.76709,               0.004159,               0.004159,               0.004159
                    298,                0.59421,                0.40001,                0.92078,                0.98911,                0.95708,                0.98103,                 0.9135,                0.36535,                0.23768,                0.76692,              0.0041392,              0.0041392,              0.0041392
                    299,                0.59257,                0.39797,                0.91478,                0.98904,                0.95708,                0.98106,                0.91412,                0.36494,                0.23723,                0.76676,              0.0041194,              0.0041194,              0.0041194
                    300,                0.58694,                0.39147,                 0.9133,                0.98938,                0.95725,                 0.9811,                0.91439,                0.36455,                  0.237,                0.76658,              0.0040996,              0.0040996,              0.0040996
                    301,                0.59834,                0.39745,                0.91898,                0.98911,                0.95729,                0.98115,                0.91462,                0.36414,                0.23664,                0.76642,              0.0040798,              0.0040798,              0.0040798
                    302,                0.59515,                0.39828,                0.92096,                0.98979,                0.95735,                 0.9812,                0.91464,                0.36368,                0.23622,                0.76626,                0.00406,                0.00406,                0.00406
                    303,                0.59222,                0.39548,                0.91642,                0.98994,                0.95735,                0.98121,                 0.9152,                 0.3632,                0.23599,                0.76611,              0.0040402,              0.0040402,              0.0040402
                    304,                0.59123,                0.39334,                0.91428,                0.98951,                0.95741,                0.98125,                0.91521,                0.36276,                0.23574,                0.76592,              0.0040204,              0.0040204,              0.0040204
                    305,                0.59071,                0.39353,                 0.9174,                0.99029,                0.95729,                0.98129,                 0.9155,                0.36233,                0.23555,                0.76573,              0.0040006,              0.0040006,              0.0040006
                    306,                0.58664,                0.38741,                0.91174,                0.99061,                0.95729,                0.98135,                0.91575,                0.36193,                0.23531,                0.76557,              0.0039808,              0.0039808,              0.0039808
                    307,                 0.5903,                0.39223,                0.91443,                0.99038,                0.95735,                0.98137,                0.91617,                0.36151,                0.23499,                0.76543,               0.003961,               0.003961,               0.003961
                    308,                0.58514,                0.39411,                0.91476,                0.99074,                0.95736,                0.98146,                0.91641,                0.36114,                0.23483,                0.76529,              0.0039412,              0.0039412,              0.0039412
                    309,                0.58903,                0.39664,                0.91691,                0.99057,                 0.9578,                0.98181,                0.91668,                0.36083,                0.23482,                0.76515,              0.0039214,              0.0039214,              0.0039214
                    310,                 0.5886,                0.39443,                0.91282,                0.99091,                0.95779,                 0.9818,                0.91692,                0.36026,                 0.2346,                0.76493,              0.0039016,              0.0039016,              0.0039016
                    311,                0.58683,                0.39362,                0.91828,                0.99109,                0.95773,                0.98183,                0.91702,                0.35982,                0.23441,                0.76478,              0.0038818,              0.0038818,              0.0038818
                    312,                0.58927,                0.39762,                0.91547,                0.99102,                0.95782,                0.98187,                 0.9173,                0.35927,                0.23403,                0.76458,               0.003862,               0.003862,               0.003862
                    313,                0.57862,                0.38867,                0.91027,                0.99133,                0.95779,                0.98195,                0.91799,                0.35872,                 0.2337,                0.76438,              0.0038422,              0.0038422,              0.0038422
                    314,                0.57982,                0.38546,                0.91029,                 0.9915,                0.95808,                0.98198,                0.91816,                0.35828,                0.23352,                0.76423,              0.0038224,              0.0038224,              0.0038224
                    315,                0.58949,                0.39047,                0.91562,                0.99133,                0.95809,                0.98202,                0.91845,                 0.3578,                0.23347,                0.76405,              0.0038026,              0.0038026,              0.0038026
                    316,                0.57765,                0.38769,                0.90988,                0.99163,                0.95836,                0.98207,                0.91853,                0.35732,                0.23325,                0.76387,              0.0037828,              0.0037828,              0.0037828
                    317,                0.58221,                0.38367,                0.91391,                0.99153,                0.95837,                0.98208,                0.91869,                0.35687,                0.23317,                0.76373,               0.003763,               0.003763,               0.003763
